week,portion_transliteration,title_english,title_hebrew,torah_reading,haftarah_prophets_writings,new_testament,english_week_page,hebrew_week_page,greek_week_page,tlv_link,kjv_link,wlc_hebrew_link,sblgnt_greek_link,apocrypha_link,companion_reading_source_url,source_note,torah_audio_english,torah_audio_hebrew,torah_audio_greek,prophets_audio_english,prophets_audio_hebrew,prophets_audio_greek,writings_audio_english,writings_audio_hebrew,writings_audio_greek,gospels_audio_english,gospels_audio_hebrew,gospels_audio_greek,letters_audio_english,letters_audio_hebrew,letters_audio_greek,revelation_audio_english,revelation_audio_hebrew,revelation_audio_greek,day1_sunday_reading,day1_sefaria_link,day2_monday_reading,day2_sefaria_link,day3_tuesday_reading,day3_sefaria_link,day4_wednesday_reading,day4_sefaria_link,day5_thursday_reading,day5_sefaria_link,day6_friday_reading,day6_sefaria_link,day7_saturday_reading,day7_sefaria_link
22,Vayakhel,He Assembled,ויקהל,Exodus  35:1-38:20,Jer 7:21-8:3; 9:22-23,2 Cor 3:1-18,scripture/english/week22.html,scripture/hebrew/week22.html,scripture/greek/week22.html,https://www.biblegateway.com/passage/?search=Exodus%2035%3A1-38%3A20%3B%20Jer%207%3A21-8%3A3%3B%209%3A22-23%3B%202%20Cor%203%3A1-18&version=TLV,https://www.biblegateway.com/passage/?search=Exodus%2035%3A1-38%3A20%3B%20Jer%207%3A21-8%3A3%3B%209%3A22-23%3B%202%20Cor%203%3A1-18&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,http://audio.esvbible.org/hw/02035001-02038020.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/11007040-11007050.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,http://audio.esvbible.org/hw/41006014-41006029.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/58007001-58007028.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Exodus 35:1-35:20,https://www.sefaria.org/Exodus%2035%3A1-35%3A20?lang=bi,Exodus 35:21-35:29,https://www.sefaria.org/Exodus%2035%3A21-35%3A29?lang=bi,Exodus 35:30-36:7,https://www.sefaria.org/Exodus%2035%3A30-36%3A7?lang=bi,Exodus 36:8-36:19,https://www.sefaria.org/Exodus%2036%3A8-36%3A19?lang=bi,Exodus 36:20-37:16,https://www.sefaria.org/Exodus%2036%3A20-37%3A16?lang=bi,Exodus 37:17-37:29,https://www.sefaria.org/Exodus%2037%3A17-37%3A29?lang=bi,Exodus 38:1-38:20,https://www.sefaria.org/Exodus%2038%3A1-38%3A20?lang=bi
23,Pekudei,Accounts,פקודי,Exodus  38:21-40:38,II Sam 6:1-7:17,2 Cor 9:6-11; 1 Cor 3:11-18,scripture/english/week23.html,scripture/hebrew/week23.html,scripture/greek/week23.html,https://www.biblegateway.com/passage/?search=Exodus%2038%3A21-40%3A38%3B%20II%20Sam%206%3A1-7%3A17%3B%202%20Cor%209%3A6-11%3B%C2%A01%20Cor%203%3A11-18&version=TLV,https://www.biblegateway.com/passage/?search=Exodus%2038%3A21-40%3A38%3B%20II%20Sam%206%3A1-7%3A17%3B%202%20Cor%209%3A6-11%3B%C2%A01%20Cor%203%3A11-18&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,http://audio.esvbible.org/hw/02038021-02040038.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/11007051-11008021.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,http://audio.esvbible.org/hw/43006001-43006071.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/66016001-66016021.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Exodus 38:21-39:1,https://www.sefaria.org/Exodus%2038%3A21-39%3A1?lang=bi,Exodus 39:2-39:21,https://www.sefaria.org/Exodus%2039%3A2-39%3A21?lang=bi,Exodus 39:22-39:32,https://www.sefaria.org/Exodus%2039%3A22-39%3A32?lang=bi,Exodus 39:33-39:43,https://www.sefaria.org/Exodus%2039%3A33-39%3A43?lang=bi,Exodus 40:1-40:16,https://www.sefaria.org/Exodus%2040%3A1-40%3A16?lang=bi,Exodus 40:17-40:27,https://www.sefaria.org/Exodus%2040%3A17-40%3A27?lang=bi,Exodus 40:28-40:38,https://www.sefaria.org/Exodus%2040%3A28-40%3A38?lang=bi
24,Vayikra,And He Called,ויקרא,Leviticus  1:1-5:26,II Ki 4:42-5:19,Heb 1:1-14,scripture/english/week24.html,scripture/hebrew/week24.html,scripture/greek/week24.html,https://www.biblegateway.com/passage/?search=Leviticus%20%201%3A1-5%3A26%3B%20II%20Ki%204%3A42-5%3A19%3B%20Heb%201%3A1-14&version=TLV,https://www.biblegateway.com/passage/?search=Leviticus%20%201%3A1-5%3A26%3B%20II%20Ki%204%3A42-5%3A19%3B%20Heb%201%3A1-14&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,https://audio.esv.org/hw/mq/01028010-01032002.mp3,,,https://audio.esv.org/hw/mq/28012012-28014009.mp3,,,,,,https://audio.esv.org/hw/mq/40003001-40004025.mp3,,,https://audio.esv.org/hw/mq/59001001-59002026.mp3,,,,,,Leviticus 1:1-1:13,https://www.sefaria.org/Leviticus%201%3A1-1%3A13?lang=bi,Leviticus 1:14-2:6,https://www.sefaria.org/Leviticus%201%3A14-2%3A6?lang=bi,Leviticus 2:7-2:16,https://www.sefaria.org/Leviticus%202%3A7-2%3A16?lang=bi,Leviticus 3:1-3:17,https://www.sefaria.org/Leviticus%203%3A1-3%3A17?lang=bi,Leviticus 4:1-4:26,https://www.sefaria.org/Leviticus%204%3A1-4%3A26?lang=bi,Leviticus 4:27-5:10,https://www.sefaria.org/Leviticus%204%3A27-5%3A10?lang=bi,Leviticus 5:11-5:26,https://www.sefaria.org/Leviticus%205%3A11-5%3A26?lang=bi
25,Tzav,Command,צו,Leviticus  6:1-8:36,II Ki 7:3-7:20,Heb 10:1-18,scripture/english/week25.html,scripture/hebrew/week25.html,scripture/greek/week25.html,https://www.biblegateway.com/passage/?search=Leviticus%206%3A1-8%3A36%3B%20II%20Ki%207%3A3-7%3A20%3B%20Heb%2010%3A1-18&version=TLV,https://www.biblegateway.com/passage/?search=Leviticus%206%3A1-8%3A36%3B%20II%20Ki%207%3A3-7%3A20%3B%20Heb%2010%3A1-18&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Corrected erroneous PWA Hebrew בחוקותי to צו,http://audio.esvbible.org/hw/03006001-03008036.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/24007021-24008003.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,http://audio.esvbible.org/hw/41007031-41008038.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/58006020-58008006.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Leviticus 6:1-6:11,https://www.sefaria.org/Leviticus%206%3A1-6%3A11?lang=bi,Leviticus 6:12-7:10,https://www.sefaria.org/Leviticus%206%3A12-7%3A10?lang=bi,Leviticus 7:11-7:38,https://www.sefaria.org/Leviticus%207%3A11-7%3A38?lang=bi,Leviticus 8:1-8:13,https://www.sefaria.org/Leviticus%208%3A1-8%3A13?lang=bi,Leviticus 8:14-8:21,https://www.sefaria.org/Leviticus%208%3A14-8%3A21?lang=bi,Leviticus 8:22-8:29,https://www.sefaria.org/Leviticus%208%3A22-8%3A29?lang=bi,Leviticus 8:30-8:36,https://www.sefaria.org/Leviticus%208%3A30-8%3A36?lang=bi
26,Shmini,Eighth,שמיני,Leviticus  9:1-11:47,Ezek 22:1-22:19,Heb 7:24-8:6,scripture/english/week26.html,scripture/hebrew/week26.html,scripture/greek/week26.html,https://www.biblegateway.com/passage/?search=Leviticus%209%3A1-11%3A47%3B%20Ezek%2022%3A1-22%3A19%3B%20Heb%207%3A24-8%3A6&version=TLV,https://www.biblegateway.com/passage/?search=Leviticus%209%3A1-11%3A47%3B%20Ezek%2022%3A1-22%3A19%3B%20Heb%207%3A24-8%3A6&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Shemini to Hebcal Shmini,http://audio.esvbible.org/hw/03009001-03011047.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/40017001-40017027.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,http://audio.esvbible.org/hw/41009001-41009013.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/59001001-59001027.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Leviticus 9:1-9:16,https://www.sefaria.org/Leviticus%209%3A1-9%3A16?lang=bi,Leviticus 9:17-9:23,https://www.sefaria.org/Leviticus%209%3A17-9%3A23?lang=bi,Leviticus 9:24-10:11,https://www.sefaria.org/Leviticus%209%3A24-10%3A11?lang=bi,Leviticus 10:12-10:15,https://www.sefaria.org/Leviticus%2010%3A12-10%3A15?lang=bi,Leviticus 10:16-10:20,https://www.sefaria.org/Leviticus%2010%3A16-10%3A20?lang=bi,Leviticus 11:1-11:32,https://www.sefaria.org/Leviticus%2011%3A1-11%3A32?lang=bi,Leviticus 11:33-11:47,https://www.sefaria.org/Leviticus%2011%3A33-11%3A47?lang=bi
27,Tazria,She Will Conceive,תזריע,Leviticus  12:1-13:59,Amos 9:7-9:15,Heb 7:1-19; 8:1-6,scripture/english/week27.html,scripture/hebrew/week27.html,scripture/greek/week27.html,https://www.biblegateway.com/passage/?search=Leviticus%2012%3A1-13%3A59%3B%20Amos%209%3A7-9%3A15%3B%20Heb%207%3A1-19%3B%208%3A1-6&version=TLV,https://www.biblegateway.com/passage/?search=Leviticus%2012%3A1-13%3A59%3B%20Amos%209%3A7-9%3A15%3B%20Heb%207%3A1-19%3B%208%3A1-6&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,https://audio.esv.org/hw/mq/03012001-03015033.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,https://audio.esv.org/hw/mq/28001001-28001011.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,"https://audio.esv.org/hw/mq/40008001-40008001,40004001-40004025,43006008-43006013.mp3",https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,https://audio.esv.org/hw/mq/66012001-66012017.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Leviticus 12:1-13:5,https://www.sefaria.org/Leviticus%2012%3A1-13%3A5?lang=bi,Leviticus 13:6-13:17,https://www.sefaria.org/Leviticus%2013%3A6-13%3A17?lang=bi,Leviticus 13:18-13:23,https://www.sefaria.org/Leviticus%2013%3A18-13%3A23?lang=bi,Leviticus 13:24-13:28,https://www.sefaria.org/Leviticus%2013%3A24-13%3A28?lang=bi,Leviticus 13:29-13:39,https://www.sefaria.org/Leviticus%2013%3A29-13%3A39?lang=bi,Leviticus 13:40-13:54,https://www.sefaria.org/Leviticus%2013%3A40-13%3A54?lang=bi,Leviticus 13:55-13:59,https://www.sefaria.org/Leviticus%2013%3A55-13%3A59?lang=bi
28,Metzora,Leper,מצורע,Leviticus  14:1-15:33,Ezek 44:15-44:31,John 6:8-13; Mt 8:1-4,scripture/english/week28.html,scripture/hebrew/week28.html,scripture/greek/week28.html,https://www.biblegateway.com/passage/?search=Leviticus%2014%3A1-15%3A33%3B%20Ezek%2044%3A15-44%3A31%3B%20John%206%3A8-13%3B%20Mt%208%3A1-4&version=TLV,https://www.biblegateway.com/passage/?search=Leviticus%2014%3A1-15%3A33%3B%20Ezek%2044%3A15-44%3A31%3B%20John%206%3A8-13%3B%20Mt%208%3A1-4&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,https://audio.esv.org/hw/mq/03014001-03015033.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,https://audio.esv.org/hw/mq/26045016-26046018.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,https://audio.esv.org/hw/mq/12007003-12007020.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,https://audio.esv.org/hw/mq/42009051-42010042.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,https://audio.esv.org/hw/mq/58007001-58007028.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Leviticus 14:1-14:12,https://www.sefaria.org/Leviticus%2014%3A1-14%3A12?lang=bi,Leviticus 14:13-14:20,https://www.sefaria.org/Leviticus%2014%3A13-14%3A20?lang=bi,Leviticus 14:21-14:32,https://www.sefaria.org/Leviticus%2014%3A21-14%3A32?lang=bi,Leviticus 14:33-14:53,https://www.sefaria.org/Leviticus%2014%3A33-14%3A53?lang=bi,Leviticus 14:54-15:15,https://www.sefaria.org/Leviticus%2014%3A54-15%3A15?lang=bi,Leviticus 15:16-15:28,https://www.sefaria.org/Leviticus%2015%3A16-15%3A28?lang=bi,Leviticus 15:29-15:33,https://www.sefaria.org/Leviticus%2015%3A29-15%3A33?lang=bi
29,Achrei Mot,After the Death,אחרי מות,Leviticus  16:1-18:30,Jer 32:6-32:27,Matt 8:1-17,scripture/english/week29.html,scripture/hebrew/week29.html,scripture/greek/week29.html,https://www.biblegateway.com/passage/?search=Leviticus%2016%3A1-18%3A30%3B%20Jer%2032%3A6-32%3A27%3B%20Matt%208%3A1-17&version=TLV,https://www.biblegateway.com/passage/?search=Leviticus%2016%3A1-18%3A30%3B%20Jer%2032%3A6-32%3A27%3B%20Matt%208%3A1-17&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Acharei Mot to Hebcal Achrei Mot,https://audio.esv.org/hw/mq/03016001-03018030.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,https://audio.esv.org/hw/mq/26022001-26022019.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,https://audio.esv.org/hw/mq/43007001-43007052.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,https://audio.esv.org/hw/mq/58007001-58007028.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Leviticus 16:1-16:17,https://www.sefaria.org/Leviticus%2016%3A1-16%3A17?lang=bi,Leviticus 16:18-16:24,https://www.sefaria.org/Leviticus%2016%3A18-16%3A24?lang=bi,Leviticus 16:25-16:34,https://www.sefaria.org/Leviticus%2016%3A25-16%3A34?lang=bi,Leviticus 17:1-17:7,https://www.sefaria.org/Leviticus%2017%3A1-17%3A7?lang=bi,Leviticus 17:8-18:5,https://www.sefaria.org/Leviticus%2017%3A8-18%3A5?lang=bi,Leviticus 18:6-18:21,https://www.sefaria.org/Leviticus%2018%3A6-18%3A21?lang=bi,Leviticus 18:22-18:30,https://www.sefaria.org/Leviticus%2018%3A22-18%3A30?lang=bi
30,Kedoshim,Holy Ones,קדושים,Leviticus  19:1-20:27,Jer 16:19-17:14,Heb 9:11-28,scripture/english/week30.html,scripture/hebrew/week30.html,scripture/greek/week30.html,https://www.biblegateway.com/passage/?search=Leviticus%2019%3A1-20%3A27%3B%20Jer%2016%3A19-17%3A14%3B%20Heb%209%3A11-28&version=TLV,https://www.biblegateway.com/passage/?search=Leviticus%2019%3A1-20%3A27%3B%20Jer%2016%3A19-17%3A14%3B%20Heb%209%3A11-28&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,https://audio.esvbible.org/hw/mq/03019001-03020027.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,"http://audio.esvbible.org/hw/30009007-30009007,30009001-30009015,26002002-26002010.mp3",https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,"http://audio.esvbible.org/hw/43007053-43010021,43010001-43010001,60001013-60001016,60006001-60001020.mp3",https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/58007001-58007028.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Leviticus 19:1-19:14,https://www.sefaria.org/Leviticus%2019%3A1-19%3A14?lang=bi,Leviticus 19:15-19:22,https://www.sefaria.org/Leviticus%2019%3A15-19%3A22?lang=bi,Leviticus 19:23-19:32,https://www.sefaria.org/Leviticus%2019%3A23-19%3A32?lang=bi,Leviticus 19:33-19:37,https://www.sefaria.org/Leviticus%2019%3A33-19%3A37?lang=bi,Leviticus 20:1-20:7,https://www.sefaria.org/Leviticus%2020%3A1-20%3A7?lang=bi,Leviticus 20:8-20:22,https://www.sefaria.org/Leviticus%2020%3A8-20%3A22?lang=bi,Leviticus 20:23-20:27,https://www.sefaria.org/Leviticus%2020%3A23-20%3A27?lang=bi
31,Emor,Say,אמר,Leviticus  21:1-24:23,Hos 2:1-2:23,1 Cor 6:9-20; 1 Pet 1:13-16,scripture/english/week31.html,scripture/hebrew/week31.html,scripture/greek/week31.html,https://www.biblegateway.com/passage/?search=Leviticus%2021%3A1-24%3A23%3B%20Hos%202%3A1-2%3A23%3B%201%20Cor%206%3A9-20%3B%C2%A01%20Pet%201%3A13-16&version=TLV,https://www.biblegateway.com/passage/?search=Leviticus%2021%3A1-24%3A23%3B%20Hos%202%3A1-2%3A23%3B%201%20Cor%206%3A9-20%3B%C2%A01%20Pet%201%3A13-16&version=KJV,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=WLC,https://www.biblegateway.com/passage/?search=Genesis%2028%3A10-32%3A3%3B%20Amos%202%3A6-3%3A8%3B%20Rom%209%3A1-31&version=SBLGNT,https://www.kingjamesbibleonline.org/Apocrypha-Books/,,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal,http://audio.esvbible.org/hw/03021001-03024023.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,http://audio.esvbible.org/hw/26044015-26044031.mp3,https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,"http://audio.esvbible.org/hw/40026002-40026075,40009001-40009038,41014012-41014072,41006001-41006056,42002041-42002052,42002001-42002052,42022001-42022071,42001001-42001080,43002013-43002025,43003001-43003036,43006004-43006004,43013001-43013030.mp3",https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,"http://audio.esvbible.org/hw/44002001-44002047,44007001-44007060,44012003-44012025.mp3",https://mechon-mamre.org/mp3/t0521.mp3,https://info2.sermon-online.com/greek/Bible/Greek-Audio_Bible_Complete_Old_Testament_OT_MP3.mp3,,,,Leviticus 21:1-21:15,https://www.sefaria.org/Leviticus%2021%3A1-21%3A15?lang=bi,Leviticus 21:16-22:16,https://www.sefaria.org/Leviticus%2021%3A16-22%3A16?lang=bi,Leviticus 22:17-22:33,https://www.sefaria.org/Leviticus%2022%3A17-22%3A33?lang=bi,Leviticus 23:1-23:22,https://www.sefaria.org/Leviticus%2023%3A1-23%3A22?lang=bi,Leviticus 23:23-23:32,https://www.sefaria.org/Leviticus%2023%3A23-23%3A32?lang=bi,Leviticus 23:33-23:44,https://www.sefaria.org/Leviticus%2023%3A33-23%3A44?lang=bi,Leviticus 24:1-24:23,https://www.sefaria.org/Leviticus%2024%3A1-24%3A23?lang=bi
